run:
Avg[n= 50	m= 2	p= 0.05	p*= 0.005	URLIG: 46.65	Gnp*: 44.39	URLIG/Gnp*: 1.05	Gnp: 5.8	URLIG/Gnp: 8.04]
Avg[n= 50	m= 45	p= 0.85	p*= 0.848	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.9	p*= 0.899	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 45	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.05	p*= 0.04	URLIG: 12.3	Gnp*: 9.15	URLIG/Gnp*: 1.34	Gnp: 5.46	URLIG/Gnp: 2.25]
Avg[n= 50	m= 50	p= 0.1	p*= 0.091	URLIG: 2.22	Gnp*: 1.61	URLIG/Gnp*: 1.38	Gnp: 1.25	URLIG/Gnp: 1.78]
Avg[n= 50	m= 50	p= 0.15	p*= 0.141	URLIG: 1.21	Gnp*: 1.02	URLIG/Gnp*: 1.19	Gnp: 1.01	URLIG/Gnp: 1.2]
Avg[n= 50	m= 50	p= 0.2	p*= 0.192	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 50	m= 50	p= 0.25	p*= 0.242	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 50	p= 0.3	p*= 0.293	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.35	p*= 0.343	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.4	p*= 0.394	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.45	p*= 0.444	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.5	p*= 0.495	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.55	p*= 0.545	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.6	p*= 0.596	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.65	p*= 0.646	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.7	p*= 0.697	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.75	p*= 0.747	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.8	p*= 0.798	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.85	p*= 0.848	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.9	p*= 0.899	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 50	p= 0.95	p*= 0.949	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 55	p= 0.05	p*= 0.041	URLIG: 12.35	Gnp*: 8.62	URLIG/Gnp*: 1.43	Gnp: 5.85	URLIG/Gnp: 2.11]
Avg[n= 50	m= 55	p= 0.1	p*= 0.092	URLIG: 2.01	Gnp*: 1.44	URLIG/Gnp*: 1.4	Gnp: 1.33	URLIG/Gnp: 1.51]
Avg[n= 50	m= 55	p= 0.15	p*= 0.142	URLIG: 1.09	Gnp*: 1.02	URLIG/Gnp*: 1.07	Gnp: 1.03	URLIG/Gnp: 1.06]
Avg[n= 50	m= 55	p= 0.2	p*= 0.193	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 60	p= 0.05	p*= 0.042	URLIG: 11.31	Gnp*: 8.54	URLIG/Gnp*: 1.32	Gnp: 5.67	URLIG/Gnp: 1.99]
Avg[n= 50	m= 60	p= 0.1	p*= 0.092	URLIG: 1.99	Gnp*: 1.5	URLIG/Gnp*: 1.33	Gnp: 1.31	URLIG/Gnp: 1.52]
Avg[n= 50	m= 60	p= 0.15	p*= 0.143	URLIG: 1.08	Gnp*: 1.06	URLIG/Gnp*: 1.02	Gnp: 1.04	URLIG/Gnp: 1.04]
Avg[n= 50	m= 60	p= 0.2	p*= 0.193	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 65	p= 0.05	p*= 0.043	URLIG: 10.77	Gnp*: 8.16	URLIG/Gnp*: 1.32	Gnp: 5.58	URLIG/Gnp: 1.93]
Avg[n= 50	m= 65	p= 0.1	p*= 0.093	URLIG: 1.9	Gnp*: 1.4	URLIG/Gnp*: 1.36	Gnp: 1.18	URLIG/Gnp: 1.61]
Avg[n= 50	m= 65	p= 0.15	p*= 0.143	URLIG: 1.1	Gnp*: 1.01	URLIG/Gnp*: 1.09	Gnp: 1.04	URLIG/Gnp: 1.06]
Avg[n= 50	m= 65	p= 0.2	p*= 0.194	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 70	p= 0.05	p*= 0.043	URLIG: 10.27	Gnp*: 7.85	URLIG/Gnp*: 1.31	Gnp: 5.52	URLIG/Gnp: 1.86]
Avg[n= 50	m= 70	p= 0.1	p*= 0.094	URLIG: 1.82	Gnp*: 1.33	URLIG/Gnp*: 1.37	Gnp: 1.2	URLIG/Gnp: 1.52]
Avg[n= 50	m= 70	p= 0.15	p*= 0.144	URLIG: 1.07	Gnp*: 1.04	URLIG/Gnp*: 1.03	Gnp: 1.02	URLIG/Gnp: 1.05]
Avg[n= 50	m= 70	p= 0.2	p*= 0.194	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 75	p= 0.05	p*= 0.044	URLIG: 9.23	Gnp*: 8.01	URLIG/Gnp*: 1.15	Gnp: 6.02	URLIG/Gnp: 1.53]
Avg[n= 50	m= 75	p= 0.1	p*= 0.094	URLIG: 1.87	Gnp*: 1.33	URLIG/Gnp*: 1.41	Gnp: 1.35	URLIG/Gnp: 1.39]
Avg[n= 50	m= 75	p= 0.15	p*= 0.144	URLIG: 1.05	Gnp*: 1.02	URLIG/Gnp*: 1.03	Gnp: 1.03	URLIG/Gnp: 1.02]
Avg[n= 50	m= 75	p= 0.2	p*= 0.195	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 80	p= 0.05	p*= 0.044	URLIG: 9.22	Gnp*: 7.75	URLIG/Gnp*: 1.19	Gnp: 5.51	URLIG/Gnp: 1.67]
Avg[n= 50	m= 80	p= 0.1	p*= 0.094	URLIG: 1.43	Gnp*: 1.34	URLIG/Gnp*: 1.07	Gnp: 1.26	URLIG/Gnp: 1.13]
Avg[n= 50	m= 80	p= 0.15	p*= 0.145	URLIG: 1.01	Gnp*: 1.01	URLIG/Gnp*: 1.0	Gnp: 1.04	URLIG/Gnp: 0.97]
Avg[n= 50	m= 80	p= 0.2	p*= 0.195	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 85	p= 0.05	p*= 0.044	URLIG: 9.1	Gnp*: 7.24	URLIG/Gnp*: 1.26	Gnp: 6.3	URLIG/Gnp: 1.44]
Avg[n= 50	m= 85	p= 0.1	p*= 0.095	URLIG: 1.55	Gnp*: 1.27	URLIG/Gnp*: 1.22	Gnp: 1.22	URLIG/Gnp: 1.27]
Avg[n= 50	m= 85	p= 0.15	p*= 0.145	URLIG: 1.11	Gnp*: 1.01	URLIG/Gnp*: 1.1	Gnp: 1.0	URLIG/Gnp: 1.11]
Avg[n= 50	m= 85	p= 0.2	p*= 0.195	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 90	p= 0.05	p*= 0.045	URLIG: 9.24	Gnp*: 7.25	URLIG/Gnp*: 1.27	Gnp: 5.79	URLIG/Gnp: 1.6]
Avg[n= 50	m= 90	p= 0.1	p*= 0.095	URLIG: 1.52	Gnp*: 1.42	URLIG/Gnp*: 1.07	Gnp: 1.24	URLIG/Gnp: 1.23]
Avg[n= 50	m= 90	p= 0.15	p*= 0.145	URLIG: 1.08	Gnp*: 1.08	URLIG/Gnp*: 1.0	Gnp: 1.03	URLIG/Gnp: 1.05]
Avg[n= 50	m= 90	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 95	p= 0.05	p*= 0.045	URLIG: 8.46	Gnp*: 7.57	URLIG/Gnp*: 1.12	Gnp: 5.57	URLIG/Gnp: 1.52]
Avg[n= 50	m= 95	p= 0.1	p*= 0.095	URLIG: 1.69	Gnp*: 1.32	URLIG/Gnp*: 1.28	Gnp: 1.19	URLIG/Gnp: 1.42]
Avg[n= 50	m= 95	p= 0.15	p*= 0.146	URLIG: 1.04	Gnp*: 1.02	URLIG/Gnp*: 1.02	Gnp: 1.04	URLIG/Gnp: 1.0]
Avg[n= 50	m= 95	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 100	p= 0.05	p*= 0.045	URLIG: 8.59	Gnp*: 7.24	URLIG/Gnp*: 1.19	Gnp: 5.57	URLIG/Gnp: 1.54]
Avg[n= 50	m= 100	p= 0.1	p*= 0.095	URLIG: 1.56	Gnp*: 1.37	URLIG/Gnp*: 1.14	Gnp: 1.34	URLIG/Gnp: 1.16]
Avg[n= 50	m= 100	p= 0.15	p*= 0.146	URLIG: 1.03	Gnp*: 1.01	URLIG/Gnp*: 1.02	Gnp: 1.02	URLIG/Gnp: 1.01]
Avg[n= 50	m= 100	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 110	p= 0.05	p*= 0.046	URLIG: 8.7	Gnp*: 6.76	URLIG/Gnp*: 1.29	Gnp: 5.48	URLIG/Gnp: 1.59]
Avg[n= 50	m= 110	p= 0.1	p*= 0.096	URLIG: 1.65	Gnp*: 1.36	URLIG/Gnp*: 1.21	Gnp: 1.31	URLIG/Gnp: 1.26]
Avg[n= 50	m= 110	p= 0.15	p*= 0.146	URLIG: 1.05	Gnp*: 1.01	URLIG/Gnp*: 1.04	Gnp: 1.02	URLIG/Gnp: 1.03]
Avg[n= 50	m= 110	p= 0.2	p*= 0.196	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 120	p= 0.05	p*= 0.046	URLIG: 7.73	Gnp*: 6.9	URLIG/Gnp*: 1.12	Gnp: 5.43	URLIG/Gnp: 1.42]
Avg[n= 50	m= 120	p= 0.1	p*= 0.096	URLIG: 1.49	Gnp*: 1.36	URLIG/Gnp*: 1.1	Gnp: 1.27	URLIG/Gnp: 1.17]
Avg[n= 50	m= 120	p= 0.15	p*= 0.146	URLIG: 1.03	Gnp*: 1.02	URLIG/Gnp*: 1.01	Gnp: 1.03	URLIG/Gnp: 1.0]
Avg[n= 50	m= 120	p= 0.2	p*= 0.197	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 130	p= 0.05	p*= 0.046	URLIG: 8.31	Gnp*: 6.68	URLIG/Gnp*: 1.24	Gnp: 5.87	URLIG/Gnp: 1.42]
Avg[n= 50	m= 130	p= 0.1	p*= 0.097	URLIG: 1.37	Gnp*: 1.32	URLIG/Gnp*: 1.04	Gnp: 1.38	URLIG/Gnp: 0.99]
Avg[n= 50	m= 130	p= 0.15	p*= 0.147	URLIG: 1.06	Gnp*: 1.02	URLIG/Gnp*: 1.04	Gnp: 1.03	URLIG/Gnp: 1.03]
Avg[n= 50	m= 130	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 140	p= 0.05	p*= 0.047	URLIG: 6.98	Gnp*: 6.38	URLIG/Gnp*: 1.09	Gnp: 5.96	URLIG/Gnp: 1.17]
Avg[n= 50	m= 140	p= 0.1	p*= 0.097	URLIG: 1.42	Gnp*: 1.3	URLIG/Gnp*: 1.09	Gnp: 1.29	URLIG/Gnp: 1.1]
Avg[n= 50	m= 140	p= 0.15	p*= 0.147	URLIG: 1.02	Gnp*: 1.03	URLIG/Gnp*: 0.99	Gnp: 1.01	URLIG/Gnp: 1.01]
Avg[n= 50	m= 140	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.01	URLIG/Gnp*: 0.99	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 150	p= 0.05	p*= 0.047	URLIG: 7.05	Gnp*: 6.5	URLIG/Gnp*: 1.08	Gnp: 4.89	URLIG/Gnp: 1.44]
Avg[n= 50	m= 150	p= 0.1	p*= 0.097	URLIG: 1.36	Gnp*: 1.22	URLIG/Gnp*: 1.11	Gnp: 1.28	URLIG/Gnp: 1.06]
Avg[n= 50	m= 150	p= 0.15	p*= 0.147	URLIG: 1.01	Gnp*: 1.04	URLIG/Gnp*: 0.97	Gnp: 1.03	URLIG/Gnp: 0.98]
Avg[n= 50	m= 150	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 160	p= 0.05	p*= 0.047	URLIG: 7.15	Gnp*: 6.57	URLIG/Gnp*: 1.09	Gnp: 5.42	URLIG/Gnp: 1.32]
Avg[n= 50	m= 160	p= 0.1	p*= 0.097	URLIG: 1.43	Gnp*: 1.36	URLIG/Gnp*: 1.05	Gnp: 1.37	URLIG/Gnp: 1.04]
Avg[n= 50	m= 160	p= 0.15	p*= 0.147	URLIG: 1.04	Gnp*: 1.04	URLIG/Gnp*: 1.0	Gnp: 1.02	URLIG/Gnp: 1.02]
Avg[n= 50	m= 160	p= 0.2	p*= 0.197	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 170	p= 0.05	p*= 0.047	URLIG: 7.29	Gnp*: 6.44	URLIG/Gnp*: 1.13	Gnp: 5.54	URLIG/Gnp: 1.32]
Avg[n= 50	m= 170	p= 0.1	p*= 0.097	URLIG: 1.42	Gnp*: 1.33	URLIG/Gnp*: 1.07	Gnp: 1.18	URLIG/Gnp: 1.2]
Avg[n= 50	m= 170	p= 0.15	p*= 0.147	URLIG: 1.0	Gnp*: 1.03	URLIG/Gnp*: 0.97	Gnp: 1.02	URLIG/Gnp: 0.98]
Avg[n= 50	m= 170	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.01	URLIG/Gnp: 0.99]
Avg[n= 50	m= 180	p= 0.05	p*= 0.047	URLIG: 6.57	Gnp*: 6.17	URLIG/Gnp*: 1.06	Gnp: 5.65	URLIG/Gnp: 1.16]
Avg[n= 50	m= 180	p= 0.1	p*= 0.097	URLIG: 1.32	Gnp*: 1.26	URLIG/Gnp*: 1.05	Gnp: 1.24	URLIG/Gnp: 1.06]
Avg[n= 50	m= 180	p= 0.15	p*= 0.148	URLIG: 1.1	Gnp*: 1.01	URLIG/Gnp*: 1.09	Gnp: 1.0	URLIG/Gnp: 1.1]
Avg[n= 50	m= 180	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.01	URLIG/Gnp*: 0.99	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 190	p= 0.05	p*= 0.047	URLIG: 6.48	Gnp*: 6.19	URLIG/Gnp*: 1.05	Gnp: 5.81	URLIG/Gnp: 1.12]
Avg[n= 50	m= 190	p= 0.1	p*= 0.098	URLIG: 1.55	Gnp*: 1.24	URLIG/Gnp*: 1.25	Gnp: 1.34	URLIG/Gnp: 1.16]
Avg[n= 50	m= 190	p= 0.15	p*= 0.148	URLIG: 1.04	Gnp*: 1.01	URLIG/Gnp*: 1.03	Gnp: 1.0	URLIG/Gnp: 1.04]
Avg[n= 50	m= 190	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 200	p= 0.05	p*= 0.048	URLIG: 6.9	Gnp*: 5.99	URLIG/Gnp*: 1.15	Gnp: 5.6	URLIG/Gnp: 1.23]
Avg[n= 50	m= 200	p= 0.1	p*= 0.098	URLIG: 1.44	Gnp*: 1.25	URLIG/Gnp*: 1.15	Gnp: 1.28	URLIG/Gnp: 1.13]
Avg[n= 50	m= 200	p= 0.15	p*= 0.148	URLIG: 1.04	Gnp*: 1.02	URLIG/Gnp*: 1.02	Gnp: 1.01	URLIG/Gnp: 1.03]
Avg[n= 50	m= 200	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 210	p= 0.05	p*= 0.048	URLIG: 6.47	Gnp*: 6.33	URLIG/Gnp*: 1.02	Gnp: 5.84	URLIG/Gnp: 1.11]
Avg[n= 50	m= 210	p= 0.1	p*= 0.098	URLIG: 1.38	Gnp*: 1.33	URLIG/Gnp*: 1.04	Gnp: 1.24	URLIG/Gnp: 1.11]
Avg[n= 50	m= 210	p= 0.15	p*= 0.148	URLIG: 1.02	Gnp*: 1.02	URLIG/Gnp*: 1.0	Gnp: 1.01	URLIG/Gnp: 1.01]
Avg[n= 50	m= 210	p= 0.2	p*= 0.198	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.0	URLIG/Gnp: 1.02]
Avg[n= 50	m= 220	p= 0.05	p*= 0.048	URLIG: 6.85	Gnp*: 6.13	URLIG/Gnp*: 1.12	Gnp: 5.89	URLIG/Gnp: 1.16]
Avg[n= 50	m= 220	p= 0.1	p*= 0.098	URLIG: 1.41	Gnp*: 1.34	URLIG/Gnp*: 1.05	Gnp: 1.28	URLIG/Gnp: 1.1]
Avg[n= 50	m= 220	p= 0.15	p*= 0.148	URLIG: 1.01	Gnp*: 1.02	URLIG/Gnp*: 0.99	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 220	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 230	p= 0.05	p*= 0.048	URLIG: 6.71	Gnp*: 6.82	URLIG/Gnp*: 0.98	Gnp: 5.73	URLIG/Gnp: 1.17]
Avg[n= 50	m= 230	p= 0.1	p*= 0.098	URLIG: 1.23	Gnp*: 1.32	URLIG/Gnp*: 0.93	Gnp: 1.3	URLIG/Gnp: 0.95]
Avg[n= 50	m= 230	p= 0.15	p*= 0.148	URLIG: 1.02	Gnp*: 1.03	URLIG/Gnp*: 0.99	Gnp: 1.04	URLIG/Gnp: 0.98]
Avg[n= 50	m= 230	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.01	URLIG/Gnp: 0.99]
Avg[n= 50	m= 240	p= 0.05	p*= 0.048	URLIG: 6.75	Gnp*: 6.1	URLIG/Gnp*: 1.11	Gnp: 5.91	URLIG/Gnp: 1.14]
Avg[n= 50	m= 240	p= 0.1	p*= 0.098	URLIG: 1.41	Gnp*: 1.37	URLIG/Gnp*: 1.03	Gnp: 1.27	URLIG/Gnp: 1.11]
Avg[n= 50	m= 240	p= 0.15	p*= 0.148	URLIG: 1.03	Gnp*: 1.02	URLIG/Gnp*: 1.01	Gnp: 1.03	URLIG/Gnp: 1.0]
Avg[n= 50	m= 240	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 250	p= 0.05	p*= 0.048	URLIG: 6.68	Gnp*: 6.11	URLIG/Gnp*: 1.09	Gnp: 5.57	URLIG/Gnp: 1.2]
Avg[n= 50	m= 250	p= 0.1	p*= 0.098	URLIG: 1.4	Gnp*: 1.3	URLIG/Gnp*: 1.08	Gnp: 1.28	URLIG/Gnp: 1.09]
Avg[n= 50	m= 250	p= 0.15	p*= 0.148	URLIG: 1.03	Gnp*: 1.02	URLIG/Gnp*: 1.01	Gnp: 1.04	URLIG/Gnp: 0.99]
Avg[n= 50	m= 250	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 260	p= 0.05	p*= 0.048	URLIG: 6.08	Gnp*: 6.15	URLIG/Gnp*: 0.99	Gnp: 5.13	URLIG/Gnp: 1.19]
Avg[n= 50	m= 260	p= 0.1	p*= 0.098	URLIG: 1.38	Gnp*: 1.28	URLIG/Gnp*: 1.08	Gnp: 1.29	URLIG/Gnp: 1.07]
Avg[n= 50	m= 260	p= 0.15	p*= 0.148	URLIG: 1.02	Gnp*: 1.03	URLIG/Gnp*: 0.99	Gnp: 1.01	URLIG/Gnp: 1.01]
Avg[n= 50	m= 260	p= 0.2	p*= 0.198	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 270	p= 0.05	p*= 0.048	URLIG: 6.43	Gnp*: 6.56	URLIG/Gnp*: 0.98	Gnp: 5.54	URLIG/Gnp: 1.16]
Avg[n= 50	m= 270	p= 0.1	p*= 0.098	URLIG: 1.38	Gnp*: 1.42	URLIG/Gnp*: 0.97	Gnp: 1.26	URLIG/Gnp: 1.1]
Avg[n= 50	m= 270	p= 0.15	p*= 0.148	URLIG: 1.02	Gnp*: 1.05	URLIG/Gnp*: 0.97	Gnp: 1.01	URLIG/Gnp: 1.01]
Avg[n= 50	m= 270	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 280	p= 0.05	p*= 0.048	URLIG: 6.88	Gnp*: 6.23	URLIG/Gnp*: 1.1	Gnp: 5.38	URLIG/Gnp: 1.28]
Avg[n= 50	m= 280	p= 0.1	p*= 0.098	URLIG: 1.3	Gnp*: 1.33	URLIG/Gnp*: 0.98	Gnp: 1.29	URLIG/Gnp: 1.01]
Avg[n= 50	m= 280	p= 0.15	p*= 0.148	URLIG: 1.02	Gnp*: 1.0	URLIG/Gnp*: 1.02	Gnp: 1.01	URLIG/Gnp: 1.01]
Avg[n= 50	m= 280	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 290	p= 0.05	p*= 0.048	URLIG: 6.55	Gnp*: 5.92	URLIG/Gnp*: 1.11	Gnp: 5.87	URLIG/Gnp: 1.12]
Avg[n= 50	m= 290	p= 0.1	p*= 0.098	URLIG: 1.36	Gnp*: 1.3	URLIG/Gnp*: 1.05	Gnp: 1.31	URLIG/Gnp: 1.04]
Avg[n= 50	m= 290	p= 0.15	p*= 0.149	URLIG: 1.03	Gnp*: 1.03	URLIG/Gnp*: 1.0	Gnp: 1.03	URLIG/Gnp: 1.0]
Avg[n= 50	m= 290	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 300	p= 0.05	p*= 0.048	URLIG: 6.23	Gnp*: 6.17	URLIG/Gnp*: 1.01	Gnp: 5.35	URLIG/Gnp: 1.16]
Avg[n= 50	m= 300	p= 0.1	p*= 0.098	URLIG: 1.35	Gnp*: 1.35	URLIG/Gnp*: 1.0	Gnp: 1.26	URLIG/Gnp: 1.07]
Avg[n= 50	m= 300	p= 0.15	p*= 0.149	URLIG: 1.0	Gnp*: 1.01	URLIG/Gnp*: 0.99	Gnp: 1.03	URLIG/Gnp: 0.97]
Avg[n= 50	m= 300	p= 0.2	p*= 0.199	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.0	URLIG/Gnp: 1.01]
Avg[n= 50	m= 400	p= 0.05	p*= 0.049	URLIG: 5.91	Gnp*: 5.86	URLIG/Gnp*: 1.01	Gnp: 5.57	URLIG/Gnp: 1.06]
Avg[n= 50	m= 400	p= 0.1	p*= 0.099	URLIG: 1.27	Gnp*: 1.33	URLIG/Gnp*: 0.95	Gnp: 1.33	URLIG/Gnp: 0.95]
Avg[n= 50	m= 400	p= 0.15	p*= 0.149	URLIG: 1.02	Gnp*: 1.03	URLIG/Gnp*: 0.99	Gnp: 1.01	URLIG/Gnp: 1.01]
Avg[n= 50	m= 400	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.0	URLIG/Gnp: 1.0]
Avg[n= 50	m= 450	p= 0.05	p*= 0.049	URLIG: 6.62	Gnp*: 5.73	URLIG/Gnp*: 1.16	Gnp: 5.4	URLIG/Gnp: 1.23]
Avg[n= 50	m= 450	p= 0.1	p*= 0.099	URLIG: 1.35	Gnp*: 1.31	URLIG/Gnp*: 1.03	Gnp: 1.31	URLIG/Gnp: 1.03]
Avg[n= 50	m= 450	p= 0.15	p*= 0.149	URLIG: 1.01	Gnp*: 1.0	URLIG/Gnp*: 1.01	Gnp: 1.04	URLIG/Gnp: 0.97]
Avg[n= 50	m= 450	p= 0.2	p*= 0.199	URLIG: 1.0	Gnp*: 1.0	URLIG/Gnp*: 1.0	Gnp: 1.02	URLIG/Gnp: 0.98]
Avg[n= 50	m= 500	p= 0.05	p*= 0.049	URLIG: 6.04	Gnp*: 5.9	URLIG/Gnp*: 1.02	Gnp: 5.48	URLIG/Gnp: 1.1]
